id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
11,0.010399653999569311,arp,smtp,FIN,72,47,3210,4387,364.5334514223626,254,252,123170.00407694145,865531.6448773113,3,3,59.61621107717336,87.01281436025357,203.5505068768807,328.4456740454907,0,19662028,55055381,255,0.1873094648944007,0.15114748549602863,0.44144197008369995,1045,377,0,3517,3,0,5,17,9,12,1,0,0,4,12,1,Exploits,1
12,1.751778737579156,udp,-,CON,51,10,6642,2932,649.2547115782845,255,0,156795.17670628108,544833.2099548357,3,9,23.2346969782362,77.77403819938509,419.93252171003377,423.8056998461186,0,20991985,86819802,255,0.0343217206684564,0.40675878705670154,0.0969353769565412,260,575,2,2777,2,3,5,13,10,10,1,1,0,18,9,0,Fuzzers,1
13,0.8932147716773375,icmp,-,REQ,26,74,1265,8482,611.6275189959404,255,252,790237.7472272404,277581.18790978857,6,7,56.184356195628915,5.793968519521586,412.96254613523666,148.28155889402828,0,33593639,87890048,255,0.8597662840116138,0.44649521542087406,0.3783892002025119,954,362,4,4027,18,5,12,3,7,10,0,0,3,12,17,1,Normal,0
14,0.1193438126244735,icmp,smtp,FIN,97,86,2953,1909,687.587985394696,254,29,273418.779139547,32844.88274899766,0,0,67.52992616735158,84.90339119731114,412.13889112036134,458.73182516169,0,87369884,61809795,0,0.4239341680755563,0.4777658244368599,0.011496448829764971,557,339,1,1499,7,4,14,8,1,7,0,3,1,8,3,1,Normal,0
15,0.10033949437483168,icmp,-,INT,62,30,708,7230,38.41273438472669,254,252,684696.928928456,999823.7501968622,9,2,68.05274551095913,0.448811481815814,234.8196380673645,295.9445551013191,255,43454894,54820520,255,0.2752208268199672,0.3192736703352265,0.20978974010064583,34,621,0,1889,14,3,12,10,17,19,0,1,1,10,15,1,Normal,0
16,0.10130571141612853,tcp,smtp,CON,61,43,6015,1428,291.79015194498635,62,57,97426.96997720213,762073.7230386839,8,9,72.4004608928178,11.421931853818778,145.3943043881304,254.83279402520094,255,87348913,68500613,0,0.9472714189472604,0.17408761217926988,0.4924629679045571,200,842,0,2671,5,3,4,11,6,8,1,3,3,15,15,1,DoS,1
17,0.18137686473023856,arp,-,RST,26,44,4286,947,909.3466400334282,62,57,821846.6603180132,338709.87580815837,0,9,89.57380380882569,5.5364552957690165,207.7006370498336,417.8308822452849,255,89324099,39004699,255,0.0819900321860777,0.1937522329222247,0.3169321703485793,522,27,1,3528,2,2,1,18,2,19,1,2,2,17,12,0,Normal,0
18,0.3719639154304272,icmp,ssh,FIN,37,71,4384,1348,423.87767286673966,62,0,988228.1109189572,19271.97163878458,9,5,82.48220492070207,47.91599318407075,343.6858693423546,444.7471892748776,0,47429142,73040331,255,0.34851166390018895,0.28281505252217926,0.15532861823148753,1110,1226,0,980,19,3,5,10,7,15,0,2,3,19,6,0,Normal,0
19,0.28276853339016833,tcp,ssh,RST,30,55,3152,8572,960.6476147136391,255,252,373690.94520778436,639291.7284607711,2,2,60.76970017489703,78.40497799188944,264.8931782412075,350.62453344883465,255,85249003,41031532,255,0.177363607095522,0.28773032721025354,0.3498835584938732,1150,584,1,4028,2,2,11,6,5,7,1,3,3,16,1,1,Fuzzers,1
20,0.17211149627697075,udp,dns,CON,95,31,8752,9896,213.58182232771125,254,57,505530.1019148967,986904.0057516955,0,7,3.2165405444817052,17.853916183849005,312.1520525340648,12.518141614904888,255,10870023,31557619,255,0.9911959093124695,0.39620297835326485,0.17666183151959874,817,1315,3,1833,5,4,19,8,11,1,0,0,2,9,1,0,Generic,1
21,0.47318543694989934,icmp,-,FIN,97,20,8728,309,997.4242310837412,31,0,442711.97983980225,707072.7086326672,0,6,74.95223685342168,77.14864611358257,346.8588693080326,298.603070850574,0,34521700,16815097,0,0.5460195700514928,0.04246431705851322,0.4694186241934854,771,133,1,4038,5,0,18,15,13,10,0,1,2,6,15,1,Generic,1
22,0.07511726436366933,icmp,ftp,FIN,11,30,3446,3414,697.6111508686363,254,57,894187.7486390235,83714.40856980528,3,4,97.49594226491787,18.49247821606179,459.1816474712819,410.8279481922125,255,69343745,26204394,255,0.8122210704649232,0.2832970887060621,0.11746577439220734,543,27,1,2240,5,2,7,17,16,13,0,2,1,3,4,0,Exploits,1
23,0.17275775600120113,tcp,smtp,CON,53,0,7989,5789,776.4157847240812,31,0,9934.037696879615,402278.37217355624,1,1,30.55666211570228,99.05363395376638,471.9879164749161,272.6346693472245,255,74439409,84563979,255,0.16353397606373465,0.17428168254425136,0.15999189059185226,169,268,3,472,19,0,15,1,13,14,1,2,0,7,17,1,Exploits,1
24,0.22813860911042352,arp,-,INT,41,76,1224,9690,396.92148608531556,62,57,653459.321163836,109183.46272755807,8,4,60.689861686732904,85.34745343000615,420.23499925700565,467.42932173837414,255,21893379,69052521,0,0.30443461695572027,0.4169740209883421,0.34437245801521166,1423,1150,3,117,19,2,18,11,17,8,1,0,2,19,9,1,Generic,1
25,0.3044673439298875,udp,ssh,FIN,5,10,4376,6568,907.0174204484947,62,57,652368.2728035328,912160.5496009476,0,8,76.86666091187358,73.71867738230871,32.5307482554989,448.65869292835197,255,92502834,35140783,255,0.6196046358765683,0.17603419854412333,0.3976466857758145,452,86,2,2065,19,1,7,15,8,7,1,2,1,9,3,0,Backdoors,1
26,0.768968005515456,icmp,ssh,CON,66,92,8451,8852,545.5083546685262,254,252,382385.00829795306,330414.4709525808,2,4,63.908897945823306,59.168842309154165,489.6675023226557,264.8381259028832,0,32802452,28220601,255,0.17803005838626162,0.23391171817951767,0.28823593994653635,594,1070,2,113,17,0,8,10,3,1,1,3,3,6,2,0,Normal,0
27,0.11136793106434514,arp,smtp,REQ,13,67,2312,3447,680.9702863866125,31,0,219333.64211701456,733376.5293406711,1,2,92.25488940209956,24.254819693828733,351.81536308513694,201.91539637505807,255,34265908,83975980,255,0.5000624244388417,0.11382648478047258,0.14463678945320962,41,394,4,4775,13,2,6,9,17,13,0,0,3,4,12,1,Normal,0
28,0.36101457751656385,udp,ftp,RST,63,35,4525,2273,94.89879050915236,255,57,239682.68141503568,84690.35800910663,0,6,47.333995966876905,11.926762198228024,346.6960745630226,27.53822537086531,255,39790105,36393248,0,0.9316135967753468,0.14786606977892208,0.2865447776645796,703,758,1,839,8,2,9,18,12,1,1,2,1,9,16,0,Normal,0
29,0.4487523606548803,ospf,-,FIN,82,78,2830,9689,631.7175328228042,62,0,800464.1212138911,128414.69579543952,8,2,53.18467762560807,46.03067520048578,11.55299110468333,316.29887155212333,0,19930013,26505320,0,0.9302523696043721,0.27780553950249365,0.10957467746423866,191,212,4,26,19,1,12,12,14,17,0,0,1,2,11,0,Fuzzers,1
30,0.023781924878204273,ospf,-,REQ,90,58,1615,2142,879.0910803633303,62,252,66103.09637495903,679487.6620506847,4,7,3.8243390366905716,40.26602542386569,239.69996064765192,132.98235261349618,0,94247584,78710008,255,0.3548803687165155,0.212954394683108,0.028712643419075812,46,407,3,3202,17,2,17,13,1,15,1,2,2,15,13,1,Normal,0
31,0.46766651032480505,udp,ftp,FIN,25,66,2511,9797,178.36539989316645,254,57,563824.146274359,843479.9483621692,5,4,90.02213121988383,67.44809230266529,313.24984475783106,334.2261561027942,0,49957381,68494385,255,0.5161418330893981,0.10075306355898828,0.45983269686391565,803,330,1,2038,16,2,18,4,5,9,0,0,2,4,3,1,DoS,1
32,0.09348062598870821,tcp,ftp,INT,44,55,5708,4739,737.7521620413826,254,29,306840.60297826555,201449.95633127893,7,4,26.228281187544923,17.00897513401142,139.25470192520177,399.3806187022023,0,78657990,28243295,255,0.19840826370197695,0.23693830453758818,0.24056941704691975,59,1068,1,1667,12,4,3,14,10,11,0,2,2,16,15,0,Fuzzers,1
33,0.03363196543965212,udp,ftp,CON,14,50,4373,9623,25.498218918755082,255,29,265247.8124683204,418337.24599706347,6,5,97.84210742942676,56.21284670341205,41.62001639422136,204.34675537466967,255,57295133,53221376,0,0.9785163519208535,0.08267135523598573,0.2401287871475558,1139,559,1,1071,17,2,11,3,16,17,1,2,1,11,17,1,Analysis,1
34,1.4868438967534654,udp,ssh,FIN,69,28,7560,458,926.2103962608627,254,29,505737.6655310359,619417.0347031266,6,9,20.210636204159528,69.33502141503236,266.22243056250767,7.792369211667982,255,79626346,3815967,255,0.5198720607388645,0.4408646199954513,0.3723913035805386,1474,297,3,4446,3,1,19,12,15,18,1,3,3,9,12,1,Normal,0
35,1.6853151712305863,tcp,smtp,CON,59,84,8374,7580,982.9188243195831,255,0,897861.506279767,796276.3392602726,8,5,25.34556784257077,29.896625870661055,223.14727912260452,432.6267165819971,255,26440424,93971602,255,0.2063132032776852,0.46210020889245157,0.28001543476250906,884,1491,0,4182,18,0,12,1,18,3,0,1,2,10,15,1,DoS,1
36,0.8261657864064383,tcp,ftp,FIN,56,1,3560,337,354.24464879141465,31,252,618091.9190373309,628196.6103792811,2,2,48.46256340867168,78.00142710819632,22.040162069291103,274.5035541380013,255,56442680,82004881,0,0.8447621282226196,0.11321479657901645,0.22714344149852372,237,1021,4,4937,14,5,16,18,7,8,0,0,1,16,8,1,Generic,1
37,0.18164392998437914,arp,smtp,INT,52,5,1780,5450,107.1631423303633,255,0,788610.6277553235,95425.9206425767,9,6,66.0500076769755,43.184287352130234,259.70904829576114,157.39571886806874,0,99650567,77065605,0,0.420374051649011,0.02615774429063933,0.3973029256544727,311,58,2,1736,11,4,19,16,8,16,1,1,3,2,14,1,Fuzzers,1
38,0.05138865750125312,arp,dns,INT,66,30,5001,7380,658.6105105263288,31,0,600683.7792628809,542819.328334084,7,8,44.06646077585496,16.263109587770007,53.85841839430155,316.8980226139013,255,31864720,83535883,255,0.6361369348623821,0.46351654564988043,0.23751240036370547,1485,284,2,4964,3,3,9,16,7,1,1,1,3,8,7,0,Normal,0
39,0.5763753815493309,tcp,-,REQ,68,53,2978,4020,29.931530696064318,62,29,697715.7798727407,884606.6814765701,5,0,35.18165315787595,19.477004696809974,212.2753877636977,337.1970631198924,0,20268394,8748705,255,0.8435670302317081,0.15597756865038798,0.45636542127577334,1349,1277,0,4264,12,5,17,13,1,18,0,0,1,19,18,0,Analysis,1
40,0.29004542129269917,ospf,-,INT,12,87,1736,8536,482.53803266905703,254,252,432407.6487932956,868023.721023984,7,3,54.00869777440598,27.88984119033826,135.20645511937823,73.73335339989495,0,69123163,88604579,0,0.30920301143555773,0.09397913464592189,0.15311666072322366,843,67,1,4513,7,0,10,8,14,2,1,3,0,7,8,0,Fuzzers,1
41,0.06507611697722432,ospf,http,CON,75,39,9458,5643,271.85199722037277,62,57,925981.6352081839,585015.6077509613,3,3,95.82983180441018,15.812626936165152,485.23540568889547,323.20076508635145,255,71689887,67088575,255,0.5779050082871445,0.4596584044130034,0.016796706619913226,991,593,2,3089,7,2,3,4,11,5,1,2,3,15,10,1,Normal,0
42,0.34177361406707507,udp,dns,INT,68,16,1519,942,473.3917200474816,255,0,501939.02043916093,995696.2067708389,0,0,96.19519962271737,56.291956673662625,17.36661843885917,143.34349033572892,255,56386863,19068993,0,0.05612035004298077,0.4413142387429231,0.07459253382793862,385,1402,3,3072,18,3,16,7,1,6,0,3,3,4,8,0,DoS,1
43,0.017496860721739543,icmp,ftp,FIN,43,4,6609,345,18.373687186883146,255,29,551774.6692267631,105123.72238435541,2,5,32.80447885783947,94.91411741951697,280.0116180454852,401.8123994293687,255,86494147,86810003,255,0.2345433451141915,0.02658245072857146,0.4095837889431023,942,557,1,3795,17,1,8,5,17,12,1,0,1,10,15,0,DoS,1
44,1.200211443696512,udp,ftp,INT,73,1,7090,3894,51.70702185239941,255,0,524965.5032548496,478595.3573916528,9,1,68.01586410404389,89.607307923381,75.96016105297848,470.75528987695026,255,45933826,21360311,0,0.138755986582227,0.10382531225207858,0.46310485658692163,1033,1147,3,4609,12,3,18,9,15,18,0,1,0,16,19,0,Normal,0
45,0.14972888842034304,udp,ssh,CON,74,57,4042,8516,16.074231260497996,31,0,316189.02016491845,775123.6393527404,2,5,72.19122969915212,32.375398398344046,159.64705578563064,51.33368387231446,255,11309867,36959782,255,0.6441907070969375,0.40628397153843826,0.037540570677550955,666,159,4,3385,7,1,11,7,18,11,1,3,0,14,9,1,Reconnaissance,1
46,0.5431278992824902,icmp,dns,FIN,91,11,2535,6610,619.1699568601093,62,252,231238.43559918567,141038.11811415924,0,0,65.34171282613563,86.46693217305892,91.95048576539655,458.6788987347533,255,88208177,79970614,0,0.25465431370804237,0.13359848732838864,0.4543533414014998,1121,350,1,1304,2,0,10,2,13,13,0,2,2,15,9,1,DoS,1
47,0.18677329082881183,tcp,ftp,REQ,6,4,8373,2138,560.136908383441,62,57,73834.96411555502,972749.7614828546,4,9,11.301025422563725,95.4022961450053,497.5734398561777,451.7229875614129,0,96493871,8924735,255,0.7599859296805896,0.33422037574713903,0.47184025517183165,1112,1287,3,2921,17,0,4,17,18,17,0,3,2,3,19,0,Fuzzers,1
48,0.3670554479546143,ospf,http,REQ,15,59,431,4389,233.23468273675078,255,0,718174.9820025486,354046.545183645,5,4,53.94756516697553,29.41671403331172,16.18103355660383,171.4538088537535,255,9359110,91234655,0,0.7611366071391847,0.020022942152934653,0.3771647714466164,239,1406,0,1875,19,4,13,9,1,8,0,3,3,12,19,0,Analysis,1
49,0.39561189899089877,udp,smtp,REQ,42,40,3240,8715,646.6784645911309,254,0,289275.2631703708,350139.7539785909,8,5,76.32516076153564,90.52848799681018,270.6782295703336,14.417757818203814,255,3410953,40088450,0,0.7842437706831121,0.42081810805888037,0.3805439999249763,696,778,0,632,3,4,18,3,2,7,1,3,1,10,16,1,Normal,0
50,0.10219429975395287,icmp,-,FIN,31,19,3438,7826,884.2188361692855,62,57,389197.9631956072,213194.30114120618,7,9,20.080955648223664,99.74290643408749,304.0213573291935,331.612693284922,255,29085951,62449753,0,0.13262757096241273,0.2111119808057353,0.0007660523829536303,508,402,2,99,16,2,3,9,1,4,0,1,2,12,11,0,Exploits,1
51,1.7464035663681132,arp,dns,REQ,86,71,6837,7816,277.3943688160111,254,252,919928.1627262126,288017.4640665943,3,1,34.8208830387485,79.7671809497841,386.08394784777647,172.35558869403917,255,37887477,29359016,0,0.5260482556573495,0.23503036868132005,0.11135235607748989,1046,190,4,4751,5,2,2,6,12,9,1,2,0,16,12,1,Analysis,1
52,0.7461226885690704,udp,-,INT,53,0,3876,258,832.0106084981995,62,0,566447.3494118737,577588.9000730973,5,0,20.380043899208143,39.02233199791548,312.9917581658952,95.82374807736133,255,82088447,95883467,0,0.6791008664245517,0.4041329754509762,0.10731253649131905,517,1057,1,4346,8,2,10,18,6,13,1,0,1,18,6,1,Normal,0
53,1.4025472096457912,ospf,smtp,FIN,6,55,6355,1110,662.5428850885813,255,252,97078.06390393825,429354.2890509545,2,6,88.69285544558353,60.8541604594226,115.67345339186508,54.28222792232445,0,95361207,60288817,0,0.3227744082861367,0.2270870355448033,0.29074582249518,169,247,4,4418,14,3,13,5,2,11,0,0,0,4,15,0,DoS,1
54,1.1260759987670983,tcp,dns,FIN,33,69,6049,7325,33.917061128665864,255,252,799611.9128238497,193378.1783267302,0,0,85.85316160539698,36.41866491356283,299.01944149842876,98.01318102294881,0,54454864,57341570,255,0.2600638300537972,0.052058899238278,0.3284639515959615,188,638,4,2436,14,4,12,6,1,8,1,1,2,5,3,1,Fuzzers,1
55,0.4555272061916375,udp,smtp,FIN,29,55,2261,6487,375.21238083985156,62,0,256130.59910945545,809139.9403164693,8,6,16.920312032581986,99.59612833537467,487.4834383376834,118.733416217275,0,56502890,89858971,0,0.7179566553163329,0.25218027826600903,0.45083570517526533,1209,348,4,2793,17,5,5,7,12,19,1,0,3,11,8,1,Analysis,1
56,1.2747176896347026,udp,ftp,RST,21,53,4975,820,507.80644013743125,31,57,552705.8426461825,62239.30712405968,7,0,76.0550234784524,6.785323770460527,424.22588430238005,397.9127594390707,255,61473179,24722632,255,0.3512973785293243,0.22837621981504186,0.24399722801511742,1153,1458,1,884,3,0,17,18,16,11,0,0,1,5,2,1,DoS,1
57,0.04632772947655781,icmp,ftp,CON,54,10,964,5988,731.7260200357259,31,0,509981.4748639906,834652.7445002719,5,8,36.397606785268934,89.30803250696529,226.74855692760104,391.909722891343,255,43698241,66277253,0,0.24887946755480495,0.22501536709097358,0.2505119069194569,311,940,4,3257,15,4,17,14,19,18,0,0,2,6,3,0,Analysis,1
58,0.10906734731563372,arp,ftp,RST,56,2,256,5635,287.2018451975916,62,0,238078.8423518807,274938.7246479125,2,4,68.61709837780566,7.4548133242472,238.7041088868877,247.20710320562546,0,88018791,21267716,255,0.5629084678833424,0.09637587900969297,0.027132491917130686,270,1307,2,1620,12,4,5,1,2,7,1,0,2,3,1,1,Normal,0
59,0.023140982843415977,arp,smtp,RST,94,94,2834,4664,982.7318318474465,255,29,115771.03479458106,495903.3330959718,4,5,49.336814607030554,4.219782282403395,66.4541988111672,276.66264763446804,0,55587940,64101576,255,0.6203859485204952,0.08199479062222892,0.49871743306128846,554,17,0,3716,4,5,18,19,13,13,0,2,3,2,4,1,Normal,0
60,0.1967660434015434,tcp,smtp,RST,21,27,5244,7093,684.5712865310353,62,57,211261.60649496806,381064.53858839185,8,6,47.197893445982416,93.99395165335463,284.9625614179815,458.90825093227943,0,77770847,57584566,255,0.7768025180931051,0.38893587201155,0.4727976247619992,942,1119,1,2763,12,4,5,8,7,14,1,0,2,3,3,0,Backdoors,1
61,0.2460651458971093,ospf,smtp,CON,55,4,1014,4604,372.8763957966441,254,29,97337.7995639656,570602.1133897142,6,0,88.12848123768285,86.72819374552915,140.1216964982257,454.0200972715698,255,36274138,88784365,0,0.04092985380580183,0.3095863943288791,0.035987708851426714,326,1443,2,3160,2,0,6,4,15,6,1,0,2,8,16,0,Normal,0
62,0.15828022160441285,tcp,-,RST,58,89,6743,1563,97.1153365732043,255,57,275628.0189521012,795989.9951401755,1,7,63.69642655748765,36.156174528279905,54.057127712349384,414.33690154536043,255,3859870,47788385,255,0.174488749100025,0.003176088602597882,0.27884894228669826,1341,1156,2,4183,3,0,9,13,19,5,0,0,1,2,10,1,Normal,0
63,0.882278932620467,udp,smtp,REQ,64,15,3670,6343,181.44962349478283,31,0,997297.5107374645,989319.7934746951,5,5,23.576794276526524,95.75321883179834,237.10470270712818,187.13689758310775,0,84924789,32497627,255,0.7772495675187301,0.41764612688261427,0.1739156434681549,661,593,3,816,2,0,19,15,14,8,1,3,1,13,12,0,Normal,0
64,0.22061349976493508,udp,ftp,FIN,86,30,5102,9399,487.6589992791511,31,252,402092.2652413825,306059.14565390156,8,1,11.075895768237377,86.1856877663604,22.535642011081215,183.27619888760367,0,50024799,33421849,0,0.5318704347555437,0.06068945114108665,0.2141673588843851,651,893,2,3025,2,0,15,14,18,11,0,0,2,9,1,0,Exploits,1
65,0.1649014200671246,arp,http,FIN,46,27,321,8500,494.74588542287086,62,29,863888.3913350103,553804.4123635337,9,0,93.34068430113723,90.19828757554713,60.065871714944706,443.9413258743064,255,48046858,68679992,0,0.8060746865936633,0.3688405235412661,0.325840091643658,1430,847,4,1182,13,2,9,11,5,7,1,1,0,1,1,1,Normal,0
66,0.391203541603873,ospf,smtp,INT,84,6,1285,1839,767.7419929448713,254,29,549177.6921290614,466007.5487749974,0,0,15.338595153822887,59.51154862586242,109.52199293697656,463.2567830805379,0,17620472,39217146,255,0.4485261031000273,0.04803190896946269,0.20985625637821015,1408,2,0,2210,13,2,19,19,4,4,0,3,1,10,8,0,Normal,0
67,0.07594907391031443,icmp,http,REQ,22,8,714,7675,726.2040079096953,255,29,666583.079333733,998928.1593131208,4,3,73.40764719258533,95.83285362176073,495.31730843959934,399.22732346576106,255,38828404,92512701,0,0.45938464815988567,0.48568857517058917,0.24779042074070196,335,1413,4,2573,10,1,18,16,14,2,0,2,2,7,17,0,Normal,0
68,0.8102417978873656,ospf,ftp,CON,60,38,2489,8001,201.3529112139655,31,29,156347.9697505562,808913.630499449,8,2,49.58495171328179,80.95822077385402,404.2408001351447,378.56800586757527,0,84587030,91777122,0,0.37756773052552983,0.45025548812903843,0.136531271863023,32,1376,4,959,12,2,5,6,9,8,0,1,1,19,6,1,Normal,0
69,0.038737934405654505,udp,smtp,FIN,11,98,9178,9575,594.9971248962092,62,57,274805.8674219754,397083.8585801928,2,5,14.006538274233959,93.99528604370613,270.8791681828267,279.08200711743024,255,44031935,17818048,0,0.6911953079952984,0.09150917457938718,0.04118877729531584,539,315,2,2386,3,5,16,5,4,11,1,0,3,2,5,1,Analysis,1
70,2.16707316979366,icmp,-,RST,47,42,3223,2306,20.71973856281404,62,252,510443.42302892555,476879.0556076464,2,9,77.66556075902884,28.151093541403547,116.28269211570336,169.16745057389653,255,61831574,49851340,255,0.590206930571441,0.004213241420927216,0.3775819865386214,1291,207,1,498,17,0,3,15,6,5,0,3,2,18,9,0,Fuzzers,1
71,0.7397418881207557,ospf,-,INT,31,26,461,9372,398.6075446443949,255,252,881143.4342268406,245956.59442659334,9,7,90.44845361527675,53.20975673330217,259.45994442490274,120.31628378375403,255,31093606,99885927,0,0.3927308346855588,0.029825973028610397,0.18919303206450255,1459,811,1,1408,16,5,17,17,3,15,1,3,3,9,2,1,Reconnaissance,1
72,0.11076972025294297,ospf,http,INT,77,75,5365,5140,764.1288300475486,62,0,42888.03588494017,755247.3197488266,8,0,12.1506607463148,86.7662829148675,324.49854303903584,70.16915099409427,255,47519650,1500084,0,0.1875482314805994,0.404370940056685,0.443299351208272,984,1345,0,4260,6,1,3,15,11,2,1,1,2,14,1,0,Normal,0
73,0.0027687101879677375,icmp,ssh,FIN,18,88,5466,2686,399.5686424278378,62,0,506919.95956572087,845211.7863784422,2,6,6.708882808030692,57.972904086670184,2.281958511272497,364.10089547313044,255,55567923,12068372,0,0.0023956200854566845,0.038390950919929445,0.47249036955251167,636,193,3,3223,19,1,13,8,1,6,1,0,0,10,6,0,Exploits,1
74,0.844948388743063,udp,-,REQ,22,92,7764,960,835.6126801774441,62,29,51012.21250842991,964986.8236229203,8,7,84.9849951313571,80.10983600506613,493.94680204080606,388.48940904841515,255,19006256,69035603,255,0.09135037464166862,0.3890730542296837,0.04417039884772389,1325,859,4,4920,3,4,12,14,8,18,0,0,0,7,1,0,Exploits,1
75,0.6135479536935223,ospf,-,INT,56,94,624,8629,976.1576745962691,31,0,456822.67644928256,565828.896817797,9,4,50.09534389530973,97.30969676234474,313.3905002640424,179.32259221919372,255,35367379,34094723,255,0.1078398887035491,0.4099013448666257,0.342182984694469,1422,1331,1,3570,4,3,14,7,7,14,0,0,1,8,9,0,Fuzzers,1
76,0.6528314543939995,icmp,-,FIN,17,97,8445,455,607.2518814390958,31,0,628868.1593326369,670683.0022374395,2,7,67.45352570270431,80.45628341134869,494.123237283947,3.0205955202488033,255,48315249,2244703,0,0.5693854110289539,0.15345495530499842,0.41006433769285866,351,251,2,4204,8,4,5,10,6,16,1,3,1,5,19,0,Normal,0
77,0.7376072630217567,udp,ftp,REQ,38,32,8460,6767,145.08957593412242,254,57,744723.1914283073,446058.83166945935,7,0,44.14803372425563,31.535962061167698,234.53289654906618,469.2981397298816,255,62862367,27794074,255,0.7591978394368435,0.367560883299875,0.32351903553788774,469,1019,4,4267,7,1,16,17,11,6,0,0,0,10,15,0,Normal,0
